总数,直播间url,直播间ID,标题,状态,是否上架,添加时间,开始时间,zbID,直播类型,enc_tpid,播放url
5806,https://inter.dayilive.com/live/page/1532671457,1532671457,【泌尿外科】杨立军 腹腔镜下右侧肾癌根治术,0,是,2025-05-11 10:21:45,2025-05-13 08:30:00,11749549,0,C7C6ACB7F4C25E585CEECB70220A24EA,https://qvod2.vzan.com/clip/11749549/1532671457/3a9f101c38db4c6695f8f4231f878bda.m3u8?zbid=11749549&tpid=1532671457&type=0
5806,https://inter.dayilive.com/live/page/324973309,324973309,【泌尿外科】李海立 输尿管镜碎石取石术,0,是,2025-05-11 10:21:02,2025-05-13 11:00:00,11749549,0,47A53B33BDFE4D3F49DC4C41CEF0BD1D,https://qvod2.vzan.com/clip/11749549/324973309/dea4af72ef1449aeb4a3ec28a369d5fa.m3u8?zbid=11749549&tpid=324973309&type=0
5806,https://inter.dayilive.com/live/page/563930451,563930451,【心胸综合外科】李宏芹 乳管镜检查,0,是,2025-05-11 10:20:15,2025-05-15 11:00:00,11749549,0,F6310E16EBE5C2FD594A3C854D13AA00,https://pull-hs1.vzan.com/11749549/315992034886324941/replay.1747280156.34196586.m3u8?zbid=11749549&tpid=563930451&type=0
5806,https://inter.dayilive.com/live/page/655314290,655314290,【心胸综合外科】李宏芹 乳管镜检查,0,是,2025-05-11 10:19:43,2025-05-13 13:00:00,11749549,0,A9EE85CD96DBCA23CFF9586805EDC699,https://pull-hs1.vzan.com/11749549/926543443168818027/replay.1747112962.50114535.m3u8?zbid=11749549&tpid=655314290&type=0
5806,https://inter.dayilive.com/live/page/2041689851,2041689851,【普外科】狄长安 何亮 腹腔镜右半结肠癌根治术,0,是,2025-05-11 10:18:25,2025-05-13 08:30:00,11749549,0,008CE89DC3D1C5A47FF43A890D3911AA,https://qvod2.vzan.com/clip/11749549/2041689851/3176177a75334c01952e673a77cfe11f.m3u8?zbid=11749549&tpid=2041689851&type=0
5806,https://inter.dayilive.com/live/page/1903855710,1903855710,【骨科中心】刘爱华 髌上入路径骨骨折髓内钉固定术,0,是,2025-05-11 10:17:26,2025-05-13 14:30:00,11749549,0,CC7BA8CDD0F51FAD12BF1DA05F9A5BBC,https://qvod2.vzan.com/clip/11749549/1903855710/1fb8ffcf583a4856be2307c0ac3a95f2.m3u8?zbid=11749549&tpid=1903855710&type=0
5806,https://inter.dayilive.com/live/page/1219601828,1219601828,【耳鼻喉科】陈有勇 全麻电视鼻内镜等离子、动力系统辅助经鼻内镜鼻中隔三线减张术+经鼻内镜上颌窦根治术+经鼻内镜筛窦开放术,0,是,2025-05-11 10:16:20,2025-05-13 10:30:00,11749549,0,A36B40EC2EE385D617DE8F5EB26F25A1,https://pull-hs1.vzan.com/11749549/015924480814658624/replay.1747109190.85894969.m3u8?zbid=11749549&tpid=1219601828&type=0
5806,https://inter.dayilive.com/live/page/396173056,396173056,【妇科】李卫民 腹腔镜下双附件切除术+取环术,0,是,2025-05-11 10:13:08,2025-05-13 12:00:00,11749549,0,109F70AF9F28C4E6617B6999A794AA99,https://qvod2.vzan.com/clip/11749549/396173056/13b44083168644289b62997747ba4d8a.m3u8?zbid=11749549&tpid=396173056&type=0
5806,https://inter.dayilive.com/live/page/1981100105,1981100105,【妇科】李卫民 筋膜外子宫全切+盆腔淋巴结切除,0,是,2025-05-11 10:10:46,2025-05-13 08:30:00,11749549,0,CD3D3728D11AA9335705F0D2C2FAD91D,https://qvod2.vzan.com/clip/11749549/1981100105/e288c194e4f344479a77440db5237d0a.m3u8?zbid=11749549&tpid=1981100105&type=0
5806,https://inter.dayilive.com/live/page/317927724,317927724,开场致辞直播间,0,是,2025-05-11 10:05:51,2025-05-13 08:00:00,11749549,0,A439EED2D127AEC9568B671055DCAED6,https://qvod2.vzan.com/clip/11749549/317927724/4f4afc2a1b5d4f3aaef0c89a29368e16.m3u8?zbid=11749549&tpid=317927724&type=0
5806,https://inter.dayilive.com/live/page/1666516817,1666516817,5月16日直播间 丹旦肝胆手术周记｜肝脏外科·手术直播－中山大学肿瘤防治中心,0,是,2025-05-11 09:35:21,2025-05-16 08:00:00,11749549,0,84A1FA0CD8E0495DA88EA3136AA96795,https://qvod2.vzan.com/clip/11749549/1666516817/462f2d5262c54a708903beb745c6c653.m3u8?zbid=11749549&tpid=1666516817&type=0
5806,https://inter.dayilive.com/live/page/1594164475,1594164475,5月15日直播间 丹旦肝胆手术周记｜肝脏外科·手术直播－中山大学肿瘤防治中心,0,是,2025-05-11 09:33:09,2025-05-15 09:00:00,11749549,0,DD42C1785CB798BC4F20CA27299DDA2A,https://qvod2.vzan.com/clip/11749549/1594164475/a427c8a246bc45828917e8eecb5df519.m3u8?zbid=11749549&tpid=1594164475&type=0
5806,https://inter.dayilive.com/live/page/1974216967,1974216967,5月14日直播间 丹旦肝胆手术周记｜肝脏外科·手术直播－中山大学肿瘤防治中心,0,是,2025-05-11 09:27:44,2025-05-14 09:00:00,11749549,0,36A475B0209031B0AD09ADDFBF1E395B,https://qvod2.vzan.com/clip/11749549/1974216967/440171e2df2841998c21a5e88dd1dcf8.m3u8?zbid=11749549&tpid=1974216967&type=0
5806,https://inter.dayilive.com/live/page/2079993456,2079993456,5月12日直播间 丹旦肝胆手术周记｜肝脏外科·手术直播－中山大学肿瘤防治中心,0,是,2025-05-11 09:25:26,2025-05-12 09:00:00,11749549,0,3CDDA140AB830172A68D9E4F20E4B649,https://qvod2.vzan.com/clip/11749549/2079993456/e256d53054cf418c85e13aadc0d62de5.m3u8?zbid=11749549&tpid=2079993456&type=0
5806,https://inter.dayilive.com/live/page/585197542,585197542,0512 肠胜之道－结直肠精品手术演示（第一期）,0,是,2025-05-10 09:32:52,2025-05-12 08:30:00,11749549,0,A7EE1B95D38F6307D57D50011ACA44E3,https://qvod2.vzan.com/clip/11749549/585197542/0f4e0b276a6b4401982583cd9faf7f08.m3u8?zbid=11749549&tpid=585197542&type=0
5806,https://inter.dayilive.com/live/page/1680204453,1680204453,5月15日  “独‘补’天下－中国行”南京站,0,是,2025-05-09 21:44:40,2025-05-15 08:00:00,11749549,0,DD2E4D3028A8BA8C28C28621D9033CEF,https://qvod2.vzan.com/clip/11749549/1680204453/f6a92da523c0460a9a1bcea5f65f524f.m3u8?zbid=11749549&tpid=1680204453&type=0
5806,https://inter.dayilive.com/live/page/1334159659,1334159659,5月14日  “独‘补’天下－中国行”南京站,0,是,2025-05-09 21:43:55,2025-05-14 09:00:00,11749549,0,AB2B28F8D183520D662D4A09A13093D7,https://qvod2.vzan.com/clip/11749549/1334159659/254035f3b5204327bed436b12db886b4.m3u8?zbid=11749549&tpid=1334159659&type=0
5806,https://inter.dayilive.com/live/page/153538364,153538364,2025风和术鉴｜Fulbright Innovation Forum-Liver and Biliary Surgery Conference,0,是,2025-05-09 20:14:26,2025-05-13 14:00:00,11749549,0,C94F6374EFA1E954A7C7421310123C09,https://qvod2.vzan.com/clip/11749549/153538364/56b63e60668e4789b4afa2f507b47eaa.m3u8?zbid=11749549&tpid=153538364&type=0
5806,https://inter.dayilive.com/live/page/742300327,742300327,解放军总医院第九医学中心,0,是,2025-05-09 14:54:49,2025-05-17 08:00:00,11749549,0,7780A0242749D909C992959DE4B0B9D2,https://qvod2.vzan.com/clip/11749549/742300327/884040ae32c84a08afff5775d84fd35c.m3u8?zbid=11749549&tpid=742300327&type=0
5806,https://inter.dayilive.com/live/page/1872591797,1872591797,浙江大学医学院附属第二医院,0,是,2025-05-09 14:54:13,2025-05-17 08:00:00,11749549,0,5C2D725DE8DD40EE410BE44E69917B31,https://qvod2.vzan.com/clip/11749549/1872591797/b8117aa7fda64211ae6f72f90d7ff24e.m3u8?zbid=11749549&tpid=1872591797&type=0
5806,https://inter.dayilive.com/live/page/1682069309,1682069309,徐州仁慈医院,0,是,2025-05-09 14:53:45,2025-05-17 08:00:00,11749549,0,483F23AB0517E23107CDAA5E4FC1D0F0,https://qvod2.vzan.com/clip/11749549/1682069309/40e490817ed14cba97acfaa91edde6ea.m3u8?zbid=11749549&tpid=1682069309&type=0
5806,https://inter.dayilive.com/live/page/1859151877,1859151877,烟台市烟台山医院,0,是,2025-05-09 14:52:48,2025-05-17 08:00:00,11749549,0,7D3E54A7505D05DE2F8A387508EBCC29,https://qvod2.vzan.com/clip/11749549/1859151877/646091f8532a420d90de6f78b460f2a4.m3u8?zbid=11749549&tpid=1859151877&type=0
5806,https://inter.dayilive.com/live/page/688803172,688803172,152 盛明辉教授｜困难腹腔镜胆囊切除术,0,是,2025-05-09 14:16:50,2025-05-09 14:16:48,11749549,0,E0FC77661A7F23415FF0B377B4408756,http://v3bj.vzan.com/11749549/732000263143894279/replay.1746801392.57090588.m3u8?zbid=11749549&tpid=688803172&type=0
